Date,test_year,LONG ONLY,SIGN MOMENTUM,MACD MOMENTUM,DMN-SHARPE,DMN-AVGRET
2016-03-01,2016,0.004721984929042758,-0.004678649134807184,-0.0012906869401439198,0.00034362360059629344,-0.0001745164064735527
2016-03-02,2016,0.0036576719331885468,-0.006256781660988459,-0.0005369093069193138,0.00040411491945311387,-0.00014918314232408847
2016-03-03,2016,-0.0007306800999857543,-0.0015932924912639723,-0.000552147478427696,-0.0004249466077004651,5.2396398094224514e-05
2016-03-04,2016,-0.00013017346810152453,-0.0023425781893007098,0.0008126723191805561,-1.3830473546068672e-05,-0.00010329236716937132
2016-03-07,2016,-0.007848611659712923,0.006049041286953566,-0.0011998542546664908,-0.0011164634327084145,2.79468738429669e-05
2016-03-08,2016,0.0012783554070027118,0.0009512704634102446,-0.0002717223320591773,0.00010188838839414418,1.4325195684930109e-05
2016-03-09,2016,-0.00028604423802379984,-0.0007337782737988981,0.0001195837093024198,-5.150893421104657e-05,-6.902558718384064e-06
2016-03-10,2016,0.012410219352908189,-0.009559132379629487,0.0023708873239299136,0.0012277988870869417,-6.891448713440096e-05
2016-03-11,2016,0.00531171554029572,-0.0028150095333210946,0.001225555994952752,0.001475800380212747,5.6815373340568276e-05
2016-03-14,2016,-0.0020409696246879417,0.0008783541946589501,-0.0025052809856995753,-0.0011342945363672493,0.00013315843428206533
2016-03-15,2016,0.007303582671934322,-0.003977252095465437,0.0019665720093450297,0.0006448988616825483,-0.00020867545825369892
2016-03-16,2016,0.0064095068464452174,-0.001928186832300529,0.002687991461771333,0.001353084516429718,-0.0001480575967855181
2016-03-17,2016,0.007430703879183152,0.005392796059205388,0.002887238432323972,0.0017066127187334666,-0.00017082086562452754
2016-03-18,2016,-0.002859377004076233,-0.002883270125788386,-0.0018346812668056987,-0.0008653306991235757,0.0001036997604486311
2016-03-21,2016,0.0008585719990961822,-0.0009609197558286867,2.27142491295555e-05,3.9088024956377435e-05,-1.2829271416384124e-05
2016-03-22,2016,-0.004632975976120033,0.0036534799553755246,-0.0030502874011419895,-0.0006097202958842676,0.00025293506534936446
2016-03-23,2016,0.0016786193266612474,-0.0008028126363517926,0.0016828568188600678,0.00020827992992527038,-0.00011996652771434333
2016-03-24,2016,-0.0008517073329258374,0.0003807889192185457,-0.00034082370448739493,-0.00010539034168167218,2.9104414671000507e-05
2016-03-28,2016,0.008123595516591003,0.001078246712656821,0.0047033354322410315,0.0009649049581452843,-0.0003633667211656309
2016-03-29,2016,0.004293647651958036,-0.0008200644589412473,0.002235100857685751,0.0008057479575362169,-0.00013391751062505352
